5.500000000000000444e-01 9.959999999999999964e-01 5.999999999999999474e-04 5.700000000000000205e-02
6.499999999999999112e-01 9.729999999999999760e-01 5.800000000000000034e-04 3.500000000000000333e-02
7.500000000000000000e-01 8.419999999999999707e-01 5.299999999999999807e-04 4.700000000000000011e-02
8.500000000000000888e-01 7.059999999999999609e-01 4.800000000000000122e-04 4.000000000000000083e-02
9.499999999999999556e-01 5.929999999999999716e-01 4.400000000000000157e-04 4.499999999999999833e-02
1.050000000000000044e+00 4.759999999999999787e-01 3.899999999999999929e-04 3.099999999999999978e-02
1.149999999999999911e+00 3.689999999999999947e-01 3.600000000000000227e-04 2.599999999999999881e-02
1.250000000000000000e+00 2.610000000000000098e-01 3.099999999999999999e-04 2.000000000000000042e-02
1.350000000000000089e+00 2.000000000000000111e-01 2.900000000000000017e-04 1.700000000000000122e-02
1.449999999999999956e+00 1.529999999999999971e-01 2.700000000000000035e-04 1.499999999999999944e-02
1.550000000000000044e+00 1.160000000000000059e-01 2.400000000000000061e-04 1.299999999999999940e-02
1.649999999999999911e+00 8.799999999999999489e-02 1.800000000000000113e-04 1.000000000000000021e-02
1.750000000000000000e+00 6.379999999999999560e-02 1.100000000000000039e-04 6.100000000000000387e-03
1.850000000000000089e+00 4.519999999999999712e-02 1.299999999999999886e-04 6.199999999999999782e-03
1.949999999999999956e+00 3.269999999999999990e-02 1.200000000000000030e-04 3.399999999999999811e-03
2.100000000000000089e+00 2.019999999999999921e-02 7.399999999999999623e-05 2.500000000000000052e-03
2.299999999999999822e+00 9.530000000000000276e-03 4.800000000000000122e-05 9.499999999999999981e-04
2.500000000000000000e+00 5.170000000000000116e-03 3.699999999999999811e-05 5.100000000000000366e-04
2.700000000000000178e+00 2.569999999999999802e-03 2.500000000000000120e-05 2.700000000000000035e-04
2.899999999999999911e+00 1.330000000000000019e-03 1.900000000000000105e-05 1.100000000000000039e-04
3.250000000000000000e+00 4.449999999999999746e-04 7.199999999999999674e-06 2.699999999999999899e-05
4.000000000000000000e+00 5.670000000000000262e-05 1.999999999999999909e-06 4.699999999999999893e-06
4.750000000000000000e+00 2.770000000000000161e-06 7.500000000000000190e-07 2.200000000000000112e-07
