2.500000000000000000e+00 2.500000000000000000e+00 2.109976303184469409e-02 3.657706728065481753e-04
7.500000000000000000e+00 2.500000000000000000e+00 3.125859881696554932e-02 3.814963515916773703e-04
1.500000000000000000e+01 5.000000000000000000e+00 4.390899680020030060e-02 2.770185611019968116e-04
2.500000000000000000e+01 5.000000000000000000e+00 5.617828762075255389e-02 6.041357930138777652e-04
3.500000000000000000e+01 5.000000000000000000e+00 6.257795138864805096e-02 8.916168488815123068e-04
4.500000000000000000e+01 5.000000000000000000e+00 6.399218702310463525e-02 6.243649569855753935e-04
5.500000000000000000e+01 5.000000000000000000e+00 6.117188896870849601e-02 6.896669290382756922e-04
6.500000000000000000e+01 5.000000000000000000e+00 5.666568626602875441e-02 1.537122944982371791e-03
7.500000000000000000e+01 5.000000000000000000e+00 5.166236541235796204e-02 2.620007425505509885e-03
8.500000000000000000e+01 5.000000000000000000e+00 5.109794516416486798e-02 3.631006754829754768e-02
