0.55  5.05 0.0046 0.18
0.65  4.23 0.0040 0.24
0.75  3.41 0.0036 0.14
0.85  2.68 0.0032 0.16
0.95  2.00 0.0027 0.13
1.05  1.507 0.0023 0.080
1.15  1.096 0.0020 0.057
1.25  0.792 0.0018 0.056
1.35  0.562 0.0015 0.041
1.45  0.390 0.0013 0.030
1.55  0.274 0.0011 0.022
1.65  0.193 9.0E-04 0.014
1.75  0.1297 7.3E-04 0.0094
1.85  0.0916 6.2E-04 0.0064
1.95  0.0613 5.0E-04 0.0040
2.1   0.0361 2.8E-04 0.0020
2.3   0.01549 1.7E-04 9.3E-04
2.5   0.00688 1.2E-04 4.0E-04
