2.500000000000000000e+00 2.500000000000000000e+00 1.498999666444258971e-02 7.740137572389741523e-04
7.500000000000000000e+00 2.500000000000000000e+00 2.402706806915900009e-02 1.013797803552970566e-03
1.500000000000000000e+01 5.000000000000000000e+00 3.542597916783670614e-02 1.021355341234249023e-03
2.500000000000000000e+01 5.000000000000000000e+00 4.626013402488150794e-02 7.799768298739307923e-04
3.500000000000000000e+01 5.000000000000000000e+00 5.099019513592784741e-02 1.012135451941548799e-03
4.500000000000000000e+01 5.000000000000000000e+00 5.138093031466051813e-02 7.321848789545553878e-04
5.500000000000000000e+01 5.000000000000000000e+00 4.702127178203498875e-02 1.352390800556934952e-03
6.500000000000000000e+01 5.000000000000000000e+00 4.339354790749426483e-02 5.202296614865282304e-03
7.500000000000000000e+01 5.000000000000000000e+00 4.250882261366456527e-02 5.556871036532830266e-03
8.500000000000000000e+01 5.000000000000000000e+00 5.875372328627352647e-02 4.215169324401092654e-02
