0.413256	0.0171789	-0.004158706	0.004158706
0.594141	0.0255592	-0.004191316	0.004191316
0.79239	0.0334514	-0.004232066	0.004232066
0.992183	0.0405186	-0.004289598	0.004289598
1.19288	0.0463666	-0.004362751	0.004362751
1.39298	0.0514071	-0.004449142	0.004449142
1.59342	0.0552053	-0.004546262	0.004546262
1.79389	0.0593087	-0.004647576	0.004647576
1.99437	0.0616821	-0.004751136	0.004751136
2.19441	0.0639023	-0.004853303	0.004853303
2.39471	0.0647018	-0.004950545	0.004950545
2.59498	0.065192	-0.005036997	0.005036997
2.79531	0.0649035	-0.005113851	0.005113851
2.99557	0.0628235	-0.0051825	0.0051825
3.19569	0.0616657	-0.00522497	0.00522497
3.39581	0.0629616	-0.00525062	0.00525062
3.59599	0.0578329	-0.00524807	0.00524807
3.79605	0.0529962	-0.00522306	0.00522306
4.08201	0.0533056	-0.00590093	0.00590093
4.48247	0.0483161	-0.00586273	0.00586273
4.88368	0.0408266	-0.00570328	0.00570328
5.2846	0.0292788	-0.00537952	0.00537952
5.6864	0.038325	-0.0049172	0.0049172
