0.25	0.006303	0.001012	-0.001012
0.35	0.0098	0.000996	-0.000996
0.45	0.011143	0.001062	-0.001062
0.55	0.014246	0.001158	-0.001158
0.65	0.017628	0.001277	-0.001277
0.75	0.019437	0.001415	-0.001415
0.9	0.028412	0.001158	-0.001158
1.1	0.03058	0.001422	-0.001422
1.3	0.03873	0.001734	-0.001734
1.5	0.045653	0.002124	-0.002124
1.7	0.052469	0.00261	-0.00261
1.9	0.062303	0.003206	-0.003206
2.3	0.071522	0.002724	-0.002724
2.9	0.082223	0.004977	-0.004977
3.65	0.083373	0.008123	-0.008123
4.55	0.076951	0.01718	-0.01718

