-4.875	389	21	-21
-4.625	429	22	-22
-4.375	459	24	-24
-4.125	491	25	-25
-3.875	526	27	-27
-3.625	563	30	-30
-3.375	596	31	-31
-3.125	619	32	-32
-2.875	641	34	-34
-2.625	669	35	-35
-2.375	683	33	-33
-2.125	700	34	-34
-1.875	716	35	-35
-1.625	725	36	-36
-1.375	724	37	-37
-1.125	701	34	-34
-0.875	692	19	-19
-0.625	682	16	-16
-0.375	673	16	-16
-0.125	666	16	-16
0.125	666	16	-16
0.375	673	16	-16
0.625	682	16	-16
0.875	692	19	-19
1.125	701	34	-34
1.375	724	37	-37
1.625	725	36	-36
1.875	716	35	-35
2.125	700	34	-34
2.375	683	33	-33
2.625	669	35	-35
2.875	641	34	-34
3.125	619	32	-32
3.375	596	31	-31
3.625	563	30	-30
3.875	526	27	-27
4.125	491	25	-25
4.375	459	24	-24
4.625	429	22	-22
4.875	389	21	-21
5.125	343	26	-26
5.375	313	22	-22
