-3.375	1643	77
-3.125	1670	76
-2.875	1718	78
-2.625	1787	82
-2.375	1835	84
-2.125	1912	87
-1.875	1968	65
-1.625	2001	82
-1.375	2021	72
-1.125	2017	65
-0.875	1995	57
-0.625	1970	53
-0.375	1943	48
-0.125	1929	47
0.125	1929	47
0.375	1943	48
0.625	1970	53
0.875	1995	57
1.125	2017	65
1.375	2021	72
1.625	2001	82
1.875	1968	65
2.125	1912	87
2.375	1835	84
2.625	1787	82
2.875	1718	78
3.125	1670	76
3.375	1643	77
