-3.375	1364	64
-3.125	1391	64
-2.875	1424	65
-2.625	1474	68
-2.375	1507	69
-2.125	1569	72
-1.875	1644	54
-1.625	1679	69
-1.375	1682	60
-1.125	1672	53
-0.875	1646	48
-0.625	1621	43
-0.375	1597	40
-0.125	1583	38
0.125	1583	38
0.375	1597	40
0.625	1621	43
0.875	1646	48
1.125	1672	53
1.375	1682	60
1.625	1679	69
1.875	1644	54
2.125	1569	72
2.375	1507	69
2.625	1474	68
2.875	1424	65
3.125	1391	64
3.375	1364	64
