0 	 0.00966712 
1 	 1.49529 
2 	 2.12778 
3 	 2.60491 
4 	 3.01149 
5 	 3.37218 
6 	 3.68994 
7 	 3.99002 
8 	 4.26091 
9 	 4.51768 
10 	 4.76547 
11 	 5.00054 
12 	 5.22324 
13 	 5.43778 
14 	 5.64342 
15 	 5.84546 
16 	 6.04212 
17 	 6.22966 
18 	 6.40844 
19 	 6.58529 
20 	 6.75526 
21 	 6.92138 
22 	 7.08566 
23 	 7.24405 
24 	 7.4012 
25 	 7.55313 
26 	 7.70522 
27 	 7.85367 
28 	 7.99886 
29 	 8.14153 
30 	 8.28012 
31 	 8.4204 
32 	 8.5557 
33 	 8.68809 
34 	 8.81875 
35 	 8.94736 
36 	 9.07513 
37 	 9.19992 
38 	 9.32396 
39 	 9.44736 
40 	 9.56896 
41 	 9.6874 
42 	 9.80613 
43 	 9.92423 
44 	 10.039 
45 	 10.1544 
46 	 10.2659 
47 	 10.3783 
48 	 10.4882 
49 	 10.5939 
50 	 10.7038 
51 	 10.8119 
52 	 10.919 
53 	 11.0227 
54 	 11.1253 
55 	 11.2277 
56 	 11.3294 
57 	 11.4314 
58 	 11.5298 
59 	 11.6278 
60 	 11.7254 
61 	 11.8239 
62 	 11.921 
63 	 12.0176 
64 	 12.1135 
65 	 12.2081 
66 	 12.303 
67 	 12.3951 
68 	 12.4888 
69 	 12.5802 
70 	 12.6705 
71 	 12.7591 
72 	 12.849 
73 	 12.9392 
74 	 13.03 
75 	 13.1181 
76 	 13.2058 
77 	 13.2923 
78 	 13.3793 
79 	 13.4647 
80 	 13.5541 
81 	 13.6412 
82 	 13.7297 
83 	 13.8185 
84 	 13.9097 
85 	 14.0032 
86 	 14.097 
87 	 14.1939 
88 	 14.2922 
89 	 14.3968 
90 	 14.5059 
91 	 14.6204 
92 	 14.7435 
93 	 14.8764 
94 	 15.0251 
95 	 15.1907 
96 	 15.3858 
97 	 15.624 
98 	 15.944 
99 	 16.4599 
