-3.375	475	22
-3.125	482.7	22.3
-2.875	489.7	22.5
-2.625	502.6	23.1
-2.375	510.6	23.5
-2.125	522	23.9
-1.875	539.9	16.3
-1.625	549	20
-1.375	549.3	17.2
-1.125	545.5	15.5
-0.875	537.5	14
-0.625	527.6	13
-0.375	519.3	12.1
-0.125	514.7	11.8
0.125	514.7	11.8
0.375	519.3	12.1
0.625	527.6	13
0.875	537.5	14
1.125	545.5	15.5
1.375	549.3	17.2
1.625	549	20
1.875	539.9	16.3
2.125	522	23.9
2.375	510.6	23.5
2.625	502.6	23.1
2.875	489.7	22.5
3.125	482.7	22.3
3.375	475	22
