-3.375	714	33
-3.125	726	34
-2.875	738	34
-2.625	759	35
-2.375	772	36
-2.125	797	37
-1.875	827	27
-1.625	842	32
-1.375	844	29
-1.125	838	26
-0.875	826	23
-0.625	811.9	20.6
-0.375	799.2	19.2
-0.125	792.4	18.4
0.125	792.4	18.4
0.375	799.2	19.2
0.625	811.9	20.6
0.875	826	23
1.125	838	26
1.375	844	29
1.625	842	32
1.875	827	27
2.125	797	37
2.375	772	36
2.625	759	35
2.875	738	34
3.125	726	34
3.375	714	33
