-3.375	1038	49
-3.125	1061	49
-2.875	1080	50
-2.625	1114	51
-2.375	1136	52
-2.125	1178	54
-1.875	1229	40
-1.625	1253	50
-1.375	1256	44
-1.125	1247	39
-0.875	1229	35
-0.625	1210	32
-0.375	1191	29
-0.125	1181	29
0.125	1181	29
0.375	1191	29
0.625	1210	32
0.875	1229	35
1.125	1247	39
1.375	1256	44
1.625	1253	50
1.875	1229	40
2.125	1178	54
2.375	1136	52
2.625	1114	51
2.875	1080	50
3.125	1061	49
3.375	1038	49
