#: table_doi: 10.17182/hepdata.62026.v1/t23
#: name: Table 23
#: description: v3{SP,Deltaeta=0.2} (green filled triangles).

#: data_file: Table23.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 0.2
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v3{SP,Deltaeta=0.2} (green filled triangles)','error +','error -'
0.25,0.005264,0.000596,-0.000596
0.35,0.008365,0.00059,-0.00059
0.45,0.011069,0.000626,-0.000626
0.55,0.014565,0.000678,-0.000678
0.65,0.015858,0.000751,-0.000751
0.75,0.021911,0.000823,-0.000823
0.85,0.026581,0.000909,-0.000909
0.95,0.029673,0.001005,-0.001005
1.1,0.034343,0.000831,-0.000831
1.3,0.039329,0.001014,-0.001014
1.5,0.044124,0.001251,-0.001251
1.7,0.054249,0.001539,-0.001539
1.9,0.059637,0.001895,-0.001895
2.1,0.066966,0.002331,-0.002331
2.3,0.076106,0.002882,-0.002882
2.6,0.080674,0.00272,-0.00272
3.0,0.091843,0.004047,-0.004047
3.5,0.089706,0.005268,-0.005268
4.1,0.092376,0.008874,-0.008874
4.7,0.05463,0.01442,-0.01442

