#: table_doi: 10.17182/hepdata.62026.v1/t35
#: name: Table 35
#: description: v5{SP,Deltaeta=0.2} (black filled diamonds).

#: data_file: Table35.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 0.2
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v5{SP,Deltaeta=0.2} (black filled diamonds)','error +','error -'
0.3,0.00057,0.001074,-0.001074
0.5,0.002922,0.001155,-0.001155
0.7,0.002151,0.001433,-0.001433
0.9,0.005256,0.001725,-0.001725
1.1,0.006287,0.002123,-0.002123
1.3,0.005849,0.002608,-0.002608
1.5,0.009399,0.003196,-0.003196
1.7,0.01142,0.00393,-0.00393
2.0,0.012455,0.003755,-0.003755
2.55,0.032134,0.004869,-0.004869
3.25,0.057009,0.009719,-0.009719

