#: table_doi: 10.17182/hepdata.62026.v1/t15
#: name: Table 15
#: description: v3{SP,Deltaeta=0.2} (green filled triangles).

#: data_file: Table15.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 0.2
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v3{SP,Deltaeta=0.2} (green filled triangles)','error +','error -'
0.25,0.008459,0.000868,-0.000868
0.35,0.013237,0.000874,-0.000874
0.45,0.017909,0.000933,-0.000933
0.55,0.024466,0.00102,-0.00102
0.65,0.029466,0.001132,-0.001132
0.75,0.036073,0.001255,-0.001255
0.85,0.040105,0.001395,-0.001395
0.95,0.04612,0.001548,-0.001548
1.1,0.051994,0.001273,-0.001273
1.3,0.064426,0.00156,-0.00156
1.5,0.070241,0.001911,-0.001911
1.7,0.081317,0.002346,-0.002346
1.9,0.092806,0.00289,-0.00289
2.1,0.091925,0.003561,-0.003561
2.4,0.10818,0.00335,-0.00335
2.8,0.114513,0.00492,-0.00492
3.5,0.116033,0.00542,-0.00542
4.5,0.113098,0.011451,-0.011451

