#: table_doi: 10.17182/hepdata.62026.v1/t34
#: name: Table 34
#: description: v4{SP,Deltaeta=1.0} (red open squares).

#: data_file: Table34.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 1.0
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v4{SP,Deltaeta=1.0} (red open squares)','error +','error -'
0.25,-0.000533,0.001427,-0.001427
0.35,0.001167,0.001398,-0.001398
0.45,0.002081,0.001482,-0.001482
0.55,0.005218,0.001594,-0.001594
0.65,0.006826,0.001758,-0.001758
0.75,0.00844,0.001945,-0.001945
0.9,0.013009,0.001593,-0.001593
1.1,0.014812,0.001951,-0.001951
1.35,0.017125,0.002046,-0.002046
1.65,0.030106,0.002787,-0.002787
1.95,0.038279,0.003802,-0.003802
2.25,0.050488,0.005182,-0.005182
2.7,0.06764,0.005663,-0.005663
3.5,0.071637,0.009064,-0.009064
4.5,0.084239,0.021449,-0.021449

