#: table_doi: 10.17182/hepdata.62026.v1/t33
#: name: Table 33
#: description: v4{SP,Deltaeta=0.2} (red filled squares).

#: data_file: Table33.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 0.2
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v4{SP,Deltaeta=0.2} (red filled squares)','error +','error -'
0.25,0.001803,0.00063,-0.00063
0.35,0.00359,0.000623,-0.000623
0.45,0.003214,0.000666,-0.000666
0.55,0.005683,0.000721,-0.000721
0.65,0.007166,0.000794,-0.000794
0.75,0.007113,0.000881,-0.000881
0.85,0.010206,0.000973,-0.000973
0.95,0.01211,0.001076,-0.001076
1.1,0.01656,0.000882,-0.000882
1.3,0.019941,0.00108,-0.00108
1.5,0.026784,0.001331,-0.001331
1.7,0.034169,0.00164,-0.00164
1.9,0.036075,0.002016,-0.002016
2.2,0.046846,0.001922,-0.001922
2.6,0.058077,0.002879,-0.002879
3.0,0.060063,0.004289,-0.004289
3.4,0.072744,0.006267,-0.006267
3.8,0.076006,0.009064,-0.009064
4.25,0.067621,0.011705,-0.011705
4.75,0.044664,0.017076,-0.017076

