#: table_doi: 10.17182/hepdata.62026.v1/t29
#: name: Table 29
#: description: v2{SP,Deltaeta=0.2} (blue filled circles).

#: data_file: Table29.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 0.2
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v2{SP,Deltaeta=0.2} (blue filled circles)','error +','error -'
0.25,0.010458,0.00031,-0.00031
0.35,0.013621,0.000306,-0.000306
0.45,0.017307,0.000323,-0.000323
0.55,0.020609,0.000352,-0.000352
0.65,0.0249,0.000386,-0.000386
0.75,0.027688,0.000428,-0.000428
0.85,0.029414,0.000476,-0.000476
0.95,0.031976,0.000529,-0.000529
1.05,0.034382,0.000588,-0.000588
1.15,0.035864,0.000653,-0.000653
1.25,0.038812,0.000722,-0.000722
1.35,0.040049,0.000802,-0.000802
1.45,0.04355,0.000892,-0.000892
1.55,0.044058,0.000991,-0.000991
1.65,0.04532,0.001103,-0.001103
1.75,0.04636,0.001224,-0.001224
1.9,0.047605,0.001009,-0.001009
2.1,0.053355,0.001243,-0.001243
2.3,0.056907,0.001524,-0.001524
2.5,0.057136,0.001876,-0.001876
2.7,0.060536,0.002292,-0.002292
2.9,0.058016,0.002802,-0.002802
3.2,0.060921,0.002624,-0.002624
3.6,0.054174,0.003827,-0.003827
4.0,0.042666,0.005442,-0.005442
4.4,0.046099,0.008369,-0.008369
4.8,0.038495,0.008633,-0.008633

