#: table_doi: 10.17182/hepdata.62026.v1/t16
#: name: Table 16
#: description: v3{SP,Deltaeta=1.0} (green open triangles).

#: data_file: Table16.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 1.0
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v3{SP,Deltaeta=1.0} (green open triangles)','error +','error -'
0.25,0.009546,0.001753,-0.001753
0.35,0.013907,0.001759,-0.001759
0.45,0.013673,0.001898,-0.001898
0.55,0.021384,0.002071,-0.002071
0.65,0.029748,0.002291,-0.002291
0.75,0.035769,0.002545,-0.002545
0.85,0.037629,0.002838,-0.002838
0.95,0.044245,0.003136,-0.003136
1.1,0.053656,0.002585,-0.002585
1.3,0.061235,0.00317,-0.00317
1.5,0.063584,0.003875,-0.003875
1.7,0.080152,0.004736,-0.004736
1.9,0.089683,0.005828,-0.005828
2.1,0.089203,0.007141,-0.007141
2.4,0.094393,0.006755,-0.006755
2.8,0.115172,0.0099,-0.0099
3.5,0.10733,0.010855,-0.010855
4.5,0.062049,0.023521,-0.023521

