#: table_doi: 10.17182/hepdata.62026.v1/t30
#: name: Table 30
#: description: v2{SP,Deltaeta=1.0} (blue open circles).

#: data_file: Table30.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 1.0
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v2{SP,Deltaeta=1.0} (blue open circles)','error +','error -'
0.25,0.010171,0.0006,-0.0006
0.35,0.01319,0.00059,-0.00059
0.45,0.017342,0.000625,-0.000625
0.55,0.020629,0.000683,-0.000683
0.65,0.022617,0.000757,-0.000757
0.75,0.026549,0.000839,-0.000839
0.9,0.027423,0.000692,-0.000692
1.1,0.032261,0.000848,-0.000848
1.35,0.037467,0.000888,-0.000888
1.65,0.041001,0.001209,-0.001209
1.95,0.045763,0.001653,-0.001653
2.25,0.049327,0.002252,-0.002252
2.7,0.049688,0.002465,-0.002465
3.5,0.05148,0.003968,-0.003968
4.5,0.038527,0.009391,-0.009391

