#: table_doi: 10.17182/hepdata.62026.v1/t31
#: name: Table 31
#: description: v3{SP,Deltaeta=0.2} (green filled triangles).

#: data_file: Table31.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 0.2
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v3{SP,Deltaeta=0.2} (green filled triangles)','error +','error -'
0.25,0.005351,0.000353,-0.000353
0.35,0.007675,0.00035,-0.00035
0.45,0.010356,0.00037,-0.00037
0.55,0.013931,0.000402,-0.000402
0.65,0.017761,0.000441,-0.000441
0.75,0.01978,0.000487,-0.000487
0.85,0.023915,0.00054,-0.00054
0.95,0.026834,0.000597,-0.000597
1.05,0.03048,0.000663,-0.000663
1.15,0.032369,0.000734,-0.000734
1.25,0.037061,0.00081,-0.00081
1.35,0.03748,0.000899,-0.000899
1.45,0.041826,0.001002,-0.001002
1.55,0.044985,0.001112,-0.001112
1.65,0.048539,0.001234,-0.001234
1.75,0.053263,0.001368,-0.001368
1.9,0.058862,0.00113,-0.00113
2.1,0.063724,0.001391,-0.001391
2.3,0.070478,0.001705,-0.001705
2.5,0.079161,0.002089,-0.002089
2.8,0.080104,0.00198,-0.00198
3.2,0.088543,0.002936,-0.002936
3.6,0.091927,0.004254,-0.004254
4.0,0.081413,0.006087,-0.006087
4.6,0.075981,0.006718,-0.006718

