#: table_doi: 10.17182/hepdata.62026.v1/t32
#: name: Table 32
#: description: v3{SP,Deltaeta=1.0} (green open triangles).

#: data_file: Table32.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 1.0
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v3{SP,Deltaeta=1.0} (green open triangles)','error +','error -'
0.25,0.006592,0.000682,-0.000682
0.35,0.007286,0.000676,-0.000676
0.45,0.01218,0.000713,-0.000713
0.55,0.012242,0.000782,-0.000782
0.65,0.017416,0.00086,-0.00086
0.75,0.018393,0.000953,-0.000953
0.9,0.024716,0.000782,-0.000782
1.1,0.03098,0.000957,-0.000957
1.35,0.037703,0.001002,-0.001002
1.65,0.046558,0.001361,-0.001361
1.95,0.051285,0.001862,-0.001862
2.25,0.064613,0.002541,-0.002541
2.7,0.074831,0.002767,-0.002767
3.5,0.077093,0.004466,-0.004466
4.5,0.082442,0.010586,-0.010586

