#: table_doi: 10.17182/hepdata.62026.v1/t28
#: name: Table 28
#: description: v5{SP,Deltaeta=1.0} (black open diamonds).

#: data_file: Table28.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V
#: keyword phrases: Inclusive
#: keyword cmenergies: 2760.0
#: RE,PB PB --> CHARGED X
#: ABS(DELTA(ETA)),> 1.0
#: SQRT(S)/NUCLEON [GeV],2760.0
'PT [GEV]','v5{SP,Deltaeta=1.0} (black open diamonds)','error +','error -'
0.3,0.002016,0.00126,-0.00126
0.5,0.003409,0.001386,-0.001386
0.7,0.004029,0.001696,-0.001696
0.9,0.002665,0.002101,-0.002101
1.1,0.002765,0.00256,-0.00256
1.3,0.003042,0.003119,-0.003119
1.6,0.013241,0.00297,-0.00297
2.0,0.01543,0.004472,-0.004472
2.4,0.031845,0.006802,-0.006802
2.8,0.031373,0.010073,-0.010073
3.5,0.068504,0.011899,-0.011899
4.5,0.017964,0.027756,-0.027756

