5.500000000000000444e-01 1.139000000000000012e+00 6.800000000000000488e-04 3.899999999999999994e-02
6.499999999999999112e-01 9.270000000000000462e-01 6.199999999999999999e-04 3.599999999999999728e-02
7.500000000000000000e-01 7.269999999999999796e-01 5.400000000000000069e-04 5.399999999999999939e-02
8.500000000000000888e-01 5.610000000000000542e-01 4.699999999999999859e-04 2.500000000000000139e-02
9.499999999999999556e-01 4.279999999999999916e-01 4.099999999999999912e-04 2.100000000000000130e-02
1.050000000000000044e+00 3.069999999999999951e-01 3.400000000000000244e-04 2.000000000000000042e-02
1.149999999999999911e+00 2.220000000000000029e-01 2.999999999999999737e-04 1.099999999999999936e-02
1.250000000000000000e+00 1.577999999999999958e-01 2.599999999999999772e-04 7.199999999999999803e-03
1.350000000000000089e+00 1.115000000000000019e-01 2.300000000000000070e-04 7.900000000000000772e-03
1.449999999999999956e+00 8.179999999999999771e-02 2.100000000000000087e-04 5.799999999999999600e-03
1.550000000000000044e+00 6.040000000000000230e-02 1.900000000000000105e-04 5.599999999999999943e-03
1.649999999999999911e+00 4.229999999999999732e-02 1.700000000000000122e-04 3.299999999999999982e-03
1.750000000000000000e+00 3.039999999999999994e-02 1.399999999999999877e-04 1.899999999999999996e-03
1.850000000000000089e+00 2.189999999999999933e-02 1.100000000000000039e-04 1.799999999999999951e-03
1.949999999999999956e+00 1.460000000000000013e-02 9.100000000000000287e-05 1.399999999999999986e-03
2.100000000000000089e+00 8.840000000000000635e-03 5.000000000000000240e-05 9.200000000000000278e-04
2.299999999999999822e+00 4.380000000000000213e-03 3.399999999999999973e-05 3.499999999999999964e-04
2.500000000000000000e+00 2.200000000000000133e-03 2.400000000000000061e-05 1.800000000000000113e-04
2.700000000000000178e+00 1.113999999999999973e-03 1.699999999999999987e-05 8.299999999999999815e-05
2.899999999999999911e+00 5.580000000000000107e-04 1.200000000000000030e-05 4.500000000000000283e-05
3.250000000000000000e+00 1.890000000000000133e-04 4.400000000000000224e-06 1.500000000000000038e-05
4.000000000000000000e+00 2.139999999999999840e-05 1.100000000000000056e-06 2.300000000000000002e-06
