#: table_doi: 10.17182/hepdata.72886.v2/t4
#: name: Table 4
#: description: Centrality dependence of $v_3$ and $v_4$, with two-particle correlations, integrated over the $p_{\rm T}$ range 0.2 < $p_{\rm T}$ < 5.0 GeV/c, at $\sqrt{s_{\rm NN}}$ = 2.76 TeV.

#: data_file: Table4.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: V3 | V4
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 2076.0
#: PT [GeV c^-1],,,0.2-5.0
#: RE,,,PB PB --> CHARGED X
#: ETARAP,,,-0.8-0.8
#: SQRT(S)/NUCLEON [GeV],,,2076.0
'CENTRALITY [PCT]','CENTRALITY [PCT] LOW','CENTRALITY [PCT] HIGH','V3{2, |DELTAETA|>1}','stat +','stat -','sys +','sys -'
2.5,0.0,5.0,0.02015,0.00019,-0.00019,0.00081,-0.00081
7.5,5.0,10.0,0.02326,0.00017,-0.00017,0.00093,-0.00093
15.0,10.0,20.0,0.02622,0.0002,-0.0002,0.00105,-0.00105
25.0,20.0,30.0,0.02884,0.0002,-0.0002,0.00115,-0.00115
35.0,30.0,40.0,0.03031,0.00026,-0.00026,0.00121,-0.00121
45.0,40.0,50.0,0.03022,0.00036,-0.00036,0.00121,-0.00121

#: PT [GeV c^-1],,,0.2-5.0
#: RE,,,PB PB --> CHARGED X
#: ETARAP,,,-0.8-0.8
#: SQRT(S)/NUCLEON [GeV],,,2076.0
'CENTRALITY [PCT]','CENTRALITY [PCT] LOW','CENTRALITY [PCT] HIGH','V4{2, |DELTAETA|>1}','stat +','stat -','sys +','sys -'
2.5,0.0,5.0,0.00972,0.00029,-0.00029,0.00039,-0.00039
7.5,5.0,10.0,0.01133,0.00047,-0.00047,0.00045,-0.00045
15.0,10.0,20.0,0.0125,0.00027,-0.00027,0.0005,-0.0005
25.0,20.0,30.0,0.0139,0.00047,-0.00047,0.00056,-0.00056
35.0,30.0,40.0,0.0154,0.00057,-0.00057,0.00062,-0.00062
45.0,40.0,50.0,0.01514,0.00082,-0.00082,0.00061,-0.00061

