5.500000000000000444e-01 3.569999999999999840e-01 5.699999999999999772e-04 1.700000000000000122e-02
6.499999999999999112e-01 3.270000000000000129e-01 5.400000000000000069e-04 1.099999999999999936e-02
7.500000000000000000e-01 2.750000000000000222e-01 4.899999999999999842e-04 1.099999999999999936e-02
8.500000000000000888e-01 2.159999999999999976e-01 4.299999999999999894e-04 1.000000000000000021e-02
9.499999999999999556e-01 1.719999999999999862e-01 3.800000000000000209e-04 1.000000000000000021e-02
1.050000000000000044e+00 1.257999999999999952e-01 3.299999999999999982e-04 7.700000000000000247e-03
1.149999999999999911e+00 9.489999999999999825e-02 2.799999999999999755e-04 6.799999999999999621e-03
1.250000000000000000e+00 7.009999999999999565e-02 2.999999999999999737e-04 6.599999999999999964e-03
1.350000000000000089e+00 4.730000000000000177e-02 2.400000000000000061e-04 4.899999999999999842e-03
1.449999999999999956e+00 3.350000000000000200e-02 2.200000000000000078e-04 3.000000000000000062e-03
1.550000000000000044e+00 2.670000000000000151e-02 1.900000000000000105e-04 2.299999999999999961e-03
1.649999999999999911e+00 1.810000000000000150e-02 1.499999999999999869e-04 2.000000000000000042e-03
1.750000000000000000e+00 1.280000000000000061e-02 9.799999999999999684e-05 1.600000000000000077e-03
1.850000000000000089e+00 8.789999999999999203e-03 1.100000000000000039e-04 9.399999999999999719e-04
1.949999999999999956e+00 6.000000000000000125e-03 9.699999999999999963e-05 4.200000000000000174e-04
2.100000000000000089e+00 3.480000000000000020e-03 5.099999999999999960e-05 3.099999999999999999e-04
2.299999999999999822e+00 1.600000000000000077e-03 3.199999999999999855e-05 2.000000000000000096e-04
2.500000000000000000e+00 7.789999999999999616e-04 2.400000000000000061e-05 8.299999999999999815e-05
